lid,oid,pid,quantity
4027,2403,318,3
4028,2404,769,2
4029,2405,221,1
4030,2406,768,1
4031,2407,677,2
4032,2407,535,2
4033,2408,73,3
4034,2409,372,5
4035,2410,66,4
4036,2410,36,3
4037,2411,506,1
4038,2412,192,1
4039,2413,729,6
4040,2413,201,4
4041,2413,767,2
4042,2414,464,1
4043,2414,773,2
4044,2414,87,1
4045,2415,328,1
4046,2415,1,1
4047,2416,34,5
4048,2416,172,1
4049,2417,156,1
4050,2417,727,1
4051,2418,266,2
4052,2418,660,1
4053,2418,215,2
4054,2419,588,3
4055,2420,505,1
4056,2421,81,4
4057,2421,358,1
4058,2422,242,1
4059,2422,135,1
4060,2423,128,2
4061,2423,309,2
4062,2423,758,1
4063,2423,263,1
4064,2424,553,2
4065,2425,587,2
4066,2426,751,1
4067,2427,776,1
4068,2428,499,2
4069,2428,476,3
4070,2429,81,5
4071,2429,572,1
4072,2430,499,1
4073,2431,403,1
4074,2431,645,1
4075,2432,504,2
4076,2432,91,1
4077,2433,720,1
4078,2434,593,1
4079,2434,58,1
4080,2434,627,2
4081,2434,153,1
4082,2435,345,2
4083,2436,591,1
4084,2436,108,1
4085,2436,511,1
4086,2437,162,2
4087,2438,273,1
4088,2439,672,1
4089,2440,689,1
4090,2440,755,1
4091,2441,205,1
4092,2441,407,3
4093,2442,670,2
4094,2443,381,1
4095,2444,680,1
4096,2445,44,1
4097,2446,630,1
4098,2447,792,1
4099,2447,401,2
4100,2448,106,1
4101,2448,381,1
4102,2449,773,7
4103,2450,577,1
4104,2450,291,1
4105,2450,780,1
4106,2451,460,2
4107,2452,12,1
4108,2452,61,1
4109,2452,45,1
4110,2453,592,1
4111,2453,254,4
4112,2454,713,1
4113,2454,706,1
4114,2455,306,1
4115,2456,280,1
4116,2456,306,1
4117,2457,230,2
4118,2457,119,1
4119,2458,345,1
4120,2459,688,1
4121,2459,729,1
4122,2460,395,2
4123,2460,383,1
4124,2461,406,2
4125,2462,708,1
4126,2463,536,1
4127,2463,655,1
4128,2463,327,1
4129,2464,282,2
4130,2465,520,2
4131,2465,707,1
4132,2465,215,1
4133,2465,751,1
4134,2466,243,1
4135,2467,330,1
4136,2467,324,1
4137,2468,7,1
4138,2469,253,1
4139,2470,591,5
4140,2470,791,1
4141,2471,560,3
4142,2472,484,1
4143,2473,450,1
4144,2474,101,1
4145,2475,612,1
4146,2476,244,1
4147,2476,101,1
4148,2476,95,1
4149,2477,174,1
4150,2478,551,1
4151,2479,608,1
4152,2479,503,2
4153,2479,788,2
4154,2479,163,1
4155,2479,759,4
4156,2480,761,1
4157,2480,676,1
4158,2480,134,3
4159,2480,38,1
4160,2481,608,1
4161,2482,642,1
4162,2483,719,1
4163,2484,587,4
4164,2485,775,1
4165,2486,531,1
4166,2486,627,1
4167,2486,171,2
4168,2486,287,2
4169,2487,750,3
4170,2488,104,1
4171,2488,217,1
4172,2488,700,1
4173,2488,150,1
4174,2489,584,1
4175,2489,481,1
4176,2489,487,2
4177,2490,706,1
4178,2490,91,1
4179,2491,626,1
4180,2491,26,2
4181,2492,371,1
4182,2492,447,3
4183,2493,533,1
4184,2493,206,2
4185,2494,596,1
4186,2494,230,1
4187,2495,115,1
4188,2496,363,1
4189,2497,169,1
4190,2498,56,1
4191,2498,377,1
4192,2499,464,1
4193,2499,294,1
4194,2500,138,1
4195,2500,117,1
4196,2501,69,2
4197,2501,190,1
4198,2502,545,4
4199,2502,211,1
4200,2502,52,2
4201,2502,573,1
4202,2502,63,1
4203,2503,616,1
4204,2504,209,1
4205,2505,168,1
4206,2506,331,1
4207,2507,294,1
4208,2508,612,1
4209,2509,576,3
4210,2509,393,1
4211,2510,388,1
4212,2510,469,1
4213,2511,752,1
4214,2511,590,1
4215,2511,111,1
4216,2512,777,3
4217,2512,316,2
4218,2513,82,1
4219,2514,93,1
4220,2515,348,1
4221,2516,104,1
4222,2516,248,1
4223,2516,273,1
4224,2517,747,1
4225,2518,448,3
4226,2518,333,1
4227,2519,305,3
4228,2519,23,4
4229,2520,93,2
4230,2521,281,1
4231,2521,618,1
4232,2522,738,1
4233,2523,526,1
4234,2524,710,2
4235,2525,572,1
4236,2526,521,3
4237,2526,207,1
4238,2526,348,1
4239,2526,30,2
4240,2526,607,1
4241,2527,696,1
4242,2527,204,2
4243,2528,129,1
4244,2528,452,1
4245,2529,338,1
4246,2529,20,2
4247,2530,727,1
4248,2531,313,1
4249,2532,48,1
4250,2533,644,1
4251,2533,460,2
4252,2534,411,1
4253,2535,505,2
4254,2536,8,2
4255,2537,736,1
4256,2538,209,1
4257,2539,655,1
4258,2539,493,1
4259,2539,543,1
4260,2540,494,1
4261,2541,248,1
4262,2541,234,1
4263,2542,741,2
4264,2543,258,2
4265,2544,603,3
4266,2545,300,2
4267,2546,660,2
4268,2547,780,1
4269,2548,555,2
4270,2549,93,1
4271,2550,56,1
4272,2550,522,1
4273,2550,387,1
4274,2551,16,1
4275,2552,157,1
4276,2552,7,3
4277,2553,537,1
4278,2553,254,1
4279,2554,585,1
4280,2555,792,2
4281,2556,179,1
4282,2557,98,1
4283,2558,145,1
4284,2559,32,1
4285,2560,451,1
4286,2560,300,1
4287,2560,5,1
4288,2561,198,1
4289,2562,266,1
4290,2562,660,1
4291,2562,405,1
4292,2562,78,2
4293,2562,767,2
4294,2563,361,2
4295,2563,418,10
4296,2563,660,1
4297,2564,475,1
4298,2564,180,1
4299,2565,741,1
4300,2566,608,1
4301,2567,393,1
4302,2567,387,1
4303,2567,492,2
4304,2568,219,1
4305,2569,181,1
4306,2570,315,1
4307,2571,233,3
4308,2571,524,1
4309,2571,365,1
4310,2571,777,1
4311,2572,445,1
4312,2573,278,1
4313,2574,561,3
4314,2575,482,1
4315,2575,758,1
4316,2575,231,3
4317,2576,291,3
4318,2576,262,4
4319,2577,785,1
4320,2577,359,4
4321,2578,385,1
4322,2579,504,1
4323,2579,67,1
4324,2580,475,1
4325,2580,524,1
4326,2580,477,1
4327,2580,390,1
4328,2580,243,4
4329,2581,211,1
4330,2582,284,1
4331,2583,393,1
4332,2583,479,1
4333,2584,624,3
4334,2585,406,1
4335,2585,231,1
4336,2586,341,1
4337,2586,669,1
4338,2587,621,5
4339,2588,266,1
4340,2588,246,1
4341,2589,441,4
4342,2589,719,1
4343,2589,607,1
4344,2590,112,4
4345,2590,35,1
4346,2591,101,1
4347,2592,15,1
4348,2593,713,1
4349,2593,562,1
4350,2593,9,4
4351,2594,765,1
4352,2595,383,1
4353,2595,755,1
4354,2595,583,1
4355,2596,576,1
4356,2596,154,3
4357,2597,142,1
4358,2597,687,1
4359,2597,560,1
4360,2597,788,2
4361,2597,217,1
4362,2597,508,6
4363,2598,536,1
4364,2598,255,2
4365,2599,103,1
4366,2600,616,1
4367,2600,121,4
4368,2600,395,1
4369,2600,653,1
4370,2601,421,1
4371,2602,600,1
4372,2602,217,3
4373,2602,673,1
4374,2603,86,1
4375,2604,720,1
4376,2604,225,1
4377,2605,573,1
4378,2606,17,2
4379,2606,556,3
4380,2606,342,1
4381,2606,52,2
4382,2607,720,1
4383,2608,729,1
4384,2609,312,2
4385,2610,363,1
4386,2610,732,2
4387,2611,160,2
4388,2612,41,1
4389,2612,654,2
4390,2612,690,4
4391,2612,473,1
4392,2612,250,1
4393,2612,762,1
4394,2613,460,2
4395,2613,732,2
4396,2614,752,1
4397,2615,401,2
4398,2616,552,3
4399,2616,562,2
4400,2616,606,3
4401,2617,368,1
4402,2617,347,1
4403,2618,32,1
4404,2619,98,1
4405,2620,23,1
4406,2621,442,1
4407,2622,265,1
4408,2622,162,1
4409,2622,388,1
4410,2623,725,2
4411,2624,478,1
4412,2625,576,1
4413,2625,554,1
4414,2625,412,2
4415,2625,189,4
4416,2625,686,1
4417,2626,708,1
4418,2626,579,1
4419,2626,540,2
4420,2626,246,2
4421,2626,39,1
4422,2627,145,1
4423,2627,371,1
4424,2628,626,1
4425,2629,690,1
4426,2629,623,1
4427,2630,746,1
4428,2630,194,1
4429,2631,427,1
4430,2632,230,2
4431,2633,337,5
4432,2634,694,1
4433,2635,98,1
4434,2636,240,2
4435,2636,506,1
4436,2636,726,4
4437,2637,530,1
4438,2638,30,1
4439,2639,340,2
4440,2640,337,1
4441,2641,747,1
4442,2642,1,1
4443,2642,725,5
4444,2642,693,1
4445,2642,111,2
4446,2643,32,3
4447,2643,373,1
4448,2644,217,1
4449,2645,674,1
4450,2645,253,4
4451,2646,274,3
4452,2647,665,1
4453,2647,108,5
4454,2648,248,1
4455,2648,365,2
4456,2648,774,1
4457,2649,433,1
4458,2649,410,1
4459,2649,390,3
4460,2650,85,1
4461,2650,286,2
4462,2651,528,2
4463,2651,770,1
4464,2651,189,1
4465,2651,765,1
4466,2652,196,1
4467,2652,410,1
4468,2652,92,1
4469,2653,557,1
4470,2653,335,2
4471,2654,534,1
4472,2655,705,2
4473,2656,769,1
4474,2657,509,1
4475,2657,767,1
4476,2658,33,1
4477,2659,723,1
4478,2660,682,1
4479,2661,36,1
4480,2662,394,1
4481,2663,11,1
4482,2663,65,1
4483,2663,35,1
4484,2663,573,4
4485,2663,373,1
4486,2664,620,1
4487,2664,685,1
4488,2665,42,1
4489,2666,6,1
4490,2667,307,1
4491,2667,636,2
4492,2667,565,1
4493,2668,422,1
4494,2669,151,1
4495,2670,322,2
4496,2671,152,1
4497,2672,200,1
4498,2672,589,1
4499,2672,574,2
4500,2672,143,1
4501,2673,84,1
4502,2674,227,1
4503,2675,228,1
4504,2676,451,1
4505,2676,420,1
4506,2676,717,4
4507,2676,495,1
4508,2677,184,2
4509,2677,530,1
4510,2678,452,1
4511,2679,224,7
4512,2679,1,1
4513,2679,749,1
4514,2679,759,1
4515,2680,374,1
4516,2681,770,1
4517,2682,707,1
4518,2682,756,4
4519,2683,440,1
4520,2683,5,1
4521,2684,612,2
4522,2685,585,1
4523,2685,666,1
4524,2686,674,1
4525,2687,69,1
4526,2688,587,3
4527,2689,720,1
4528,2690,47,2
4529,2691,438,1
4530,2692,336,2
4531,2692,249,1
4532,2693,548,1
4533,2693,53,6
4534,2694,781,8
4535,2695,17,1
4536,2696,260,2
4537,2696,133,1
4538,2697,452,1
4539,2698,436,1
4540,2699,632,4
4541,2699,140,1
4542,2699,774,6
4543,2700,120,1
4544,2700,652,1
4545,2700,301,1
4546,2700,375,2
4547,2701,81,1
4548,2701,611,1
4549,2701,166,1
4550,2702,658,1
4551,2702,27,1
4552,2702,164,1
4553,2702,45,1
4554,2703,89,2
4555,2703,643,1
4556,2703,222,1
4557,2704,604,1
4558,2705,22,1
4559,2706,503,3
4560,2707,42,1
4561,2707,603,1
4562,2708,424,3
4563,2709,68,1
4564,2710,169,1
4565,2710,37,1
4566,2711,667,1
4567,2712,544,2
4568,2712,394,1
4569,2713,500,1
4570,2714,682,2
4571,2715,481,1
4572,2716,502,2
4573,2717,513,1
4574,2718,624,1
4575,2718,210,1
4576,2719,300,1
4577,2720,96,1
4578,2720,434,6
4579,2720,287,3
4580,2721,472,2
4581,2721,134,1
4582,2721,662,1
4583,2721,199,7
4584,2722,13,1
4585,2723,33,1
4586,2724,76,1
4587,2725,416,2
4588,2726,63,1
4589,2727,723,1
4590,2728,216,1
4591,2729,366,4
4592,2730,89,1
4593,2730,604,1
4594,2731,287,1
4595,2732,717,1
4596,2732,365,1
4597,2733,244,2
4598,2733,759,4
4599,2734,184,1
4600,2734,444,1
4601,2734,205,2
4602,2734,478,1
4603,2735,532,1
4604,2736,298,1
4605,2737,681,2
4606,2737,409,5
4607,2738,112,1
4608,2738,320,1
4609,2738,394,1
4610,2739,348,1
4611,2739,623,3
4612,2740,457,1
4613,2741,712,1
4614,2741,19,1
4615,2741,204,1
4616,2741,614,1
4617,2742,112,1
4618,2742,74,1
4619,2742,725,1
4620,2742,622,1
4621,2743,525,1
4622,2744,141,1
4623,2745,296,1
4624,2745,705,1
4625,2745,47,1
4626,2746,640,2
4627,2746,688,1
4628,2747,20,1
4629,2748,629,1
4630,2749,289,1
4631,2750,312,7
4632,2751,577,1
4633,2752,160,1
4634,2753,537,1
4635,2754,252,1
4636,2754,311,1
4637,2755,417,2
4638,2756,577,1
4639,2757,44,3
4640,2757,182,1
4641,2758,656,1
4642,2758,185,1
4643,2758,226,1
4644,2758,591,1
4645,2759,191,1
4646,2760,352,4
4647,2761,538,2
4648,2761,347,1
4649,2761,276,1
4650,2761,614,1
4651,2761,694,2
4652,2762,656,1
4653,2762,687,1
4654,2763,289,1
4655,2763,36,1
4656,2763,230,2
4657,2763,458,4
4658,2763,253,3
4659,2763,286,1
4660,2764,400,1
4661,2764,782,1
4662,2765,749,2
4663,2766,635,1
4664,2767,441,1
4665,2767,463,2
4666,2768,426,1
4667,2768,237,1
4668,2768,310,1
4669,2768,261,2
4670,2769,731,1
4671,2769,452,1
4672,2770,45,1
4673,2771,24,2
4674,2771,340,3
4675,2771,20,5
4676,2772,196,1
4677,2772,586,1
4678,2772,77,1
4679,2772,527,2
4680,2772,55,3
4681,2772,463,2
4682,2773,125,1
4683,2773,543,1
4684,2774,706,1
4685,2775,247,1
4686,2776,52,6
4687,2777,579,2
4688,2778,386,1
4689,2779,754,4
4690,2779,518,1
4691,2780,493,1
4692,2780,494,2
4693,2781,98,3
4694,2782,16,1
4695,2782,547,1
4696,2783,491,1
4697,2783,246,1
4698,2784,657,1
4699,2784,491,1
4700,2784,524,3
4701,2785,632,1
4702,2785,556,1
4703,2785,304,1
4704,2785,472,1
4705,2785,694,1
4706,2785,503,1
4707,2785,696,1
4708,2785,89,1
4709,2785,26,2
4710,2785,347,1
4711,2785,286,4
4712,2786,161,1
4713,2786,442,1
4714,2787,732,2
4715,2787,430,7
4716,2788,544,1
4717,2788,138,2
4718,2789,477,3
4719,2790,463,1
4720,2791,338,2
4721,2792,785,1
4722,2792,675,1
4723,2792,411,1
4724,2793,484,2
4725,2794,671,2
4726,2795,217,2
4727,2796,152,1
4728,2797,73,1
4729,2797,779,2
4730,2798,534,1
4731,2799,754,7
4732,2800,382,3
4733,2801,793,1
4734,2801,602,1
4735,2802,737,1
4736,2803,209,2
4737,2804,355,2
4738,2804,73,2
4739,2804,346,2
4740,2804,343,1
4741,2804,209,1
4742,2805,769,1
4743,2805,143,1
4744,2806,145,1
4745,2806,282,2
4746,2806,100,2
4747,2806,565,1
4748,2806,207,1
4749,2807,719,1
4750,2808,309,1
4751,2809,279,1
4752,2810,450,4
4753,2810,292,2
4754,2811,255,2
4755,2812,512,2
4756,2812,117,1
4757,2813,769,5
4758,2813,269,2
4759,2813,654,1
4760,2814,192,4
4761,2814,241,1
4762,2814,460,1
4763,2815,263,1
4764,2816,666,1
4765,2816,603,2
4766,2816,667,1
4767,2816,5,2
4768,2817,216,1
4769,2818,619,1
4770,2818,95,1
4771,2818,655,2
4772,2819,561,2
4773,2820,171,1
4774,2820,509,2
4775,2821,780,1
4776,2822,545,2
4777,2822,418,2
4778,2822,172,1
4779,2822,298,2
4780,2823,212,3
4781,2824,645,2
4782,2825,38,1
4783,2826,449,2
4784,2826,244,2
4785,2826,253,1
4786,2827,546,1
4787,2827,421,1
4788,2828,93,1
4789,2829,689,2
4790,2829,127,1
4791,2830,592,2
4792,2831,444,1
4793,2832,720,1
4794,2832,281,2
4795,2833,242,1
4796,2834,357,1
4797,2834,374,1
4798,2835,746,2
4799,2836,293,1
4800,2837,616,1
4801,2837,713,1
4802,2837,461,2
4803,2838,138,2
4804,2839,769,1
4805,2840,216,2
4806,2840,492,1
4807,2840,173,1
4808,2841,753,1
4809,2841,100,2
4810,2842,69,4
4811,2843,69,1
4812,2844,369,1
4813,2845,409,1
4814,2845,108,2
4815,2845,725,2
4816,2845,215,1
4817,2846,441,1
4818,2846,235,2
4819,2846,443,1
4820,2847,693,1
4821,2848,512,1
4822,2849,585,1
4823,2849,614,5
4824,2849,534,2
4825,2850,409,1
4826,2850,39,5
4827,2851,358,1
4828,2851,710,1
4829,2852,538,1
4830,2853,403,1
4831,2854,243,1
4832,2854,220,3
4833,2854,694,1
4834,2855,512,2
4835,2855,181,1
4836,2855,286,3
4837,2856,127,1
4838,2856,773,1
4839,2856,607,3
4840,2857,730,1
4841,2858,46,1
4842,2859,141,1
4843,2859,478,1
4844,2860,343,1
4845,2861,670,1
4846,2862,743,1
4847,2863,649,2
4848,2864,749,3
4849,2865,676,2
4850,2865,183,1
4851,2866,385,2
4852,2866,353,1
4853,2867,622,2
4854,2868,97,1
4855,2869,736,1
4856,2869,519,1
4857,2869,426,1
4858,2869,141,2
4859,2869,270,3
4860,2869,607,1
4861,2870,677,1
4862,2871,779,1
4863,2871,311,1
4864,2872,544,1
4865,2873,272,1
4866,2873,602,1
4867,2873,71,1
4868,2874,598,6
4869,2875,553,1
4870,2876,417,1
4871,2876,153,2
4872,2877,91,1
4873,2878,209,2
4874,2879,193,2
4875,2880,679,3
4876,2881,570,1
4877,2881,276,1
4878,2881,790,1
4879,2881,734,1
4880,2881,703,1
4881,2882,64,2
4882,2882,121,1
4883,2883,713,8
4884,2883,156,2
4885,2883,630,1
4886,2884,459,1
4887,2884,86,1
4888,2885,96,3
4889,2885,683,1
4890,2886,202,1
4891,2887,265,1
4892,2887,84,1
4893,2888,137,5
4894,2888,737,1
4895,2888,607,1
4896,2889,765,1
4897,2890,421,6
4898,2891,371,1
4899,2892,117,1
4900,2893,433,2
4901,2894,617,1
4902,2895,236,1
4903,2896,404,2
4904,2897,213,1
4905,2898,458,3
4906,2899,128,1
4907,2900,42,2
4908,2900,443,1
4909,2901,716,1
4910,2902,145,1
4911,2903,376,1
4912,2903,541,1
4913,2903,29,2
4914,2904,633,1
4915,2904,634,6
4916,2904,684,1
4917,2904,638,1
4918,2904,55,1
4919,2905,345,1
4920,2905,570,1
4921,2906,25,1
4922,2907,66,2
4923,2907,391,1
4924,2908,144,1
4925,2908,548,1
4926,2909,596,2
4927,2910,435,1
4928,2910,631,1
4929,2911,49,3
4930,2911,263,1
4931,2912,322,1
4932,2913,611,1
4933,2913,485,1
4934,2914,563,1
4935,2915,370,2
4936,2916,724,1
4937,2916,58,1
4938,2916,660,2
4939,2917,659,1
4940,2918,10,1
4941,2918,735,6
4942,2918,204,1
4943,2918,5,1
4944,2918,653,1
4945,2919,172,1
4946,2920,610,1
4947,2920,286,3
4948,2921,794,3
4949,2922,503,1
4950,2923,520,1
4951,2924,474,2
4952,2924,611,2
4953,2925,688,2
4954,2925,543,2
4955,2926,101,1
4956,2927,345,1
4957,2927,38,6
4958,2928,268,1
4959,2929,343,2
4960,2930,483,1
4961,2931,320,1
4962,2931,527,1
4963,2932,35,2
4964,2933,783,5
4965,2934,605,1
4966,2935,107,1
4967,2935,262,2
4968,2936,153,1
4969,2936,60,3
4970,2937,224,2
4971,2938,479,7
4972,2939,71,1
4973,2940,427,2
4974,2940,292,2
4975,2941,608,1
4976,2941,642,2
4977,2941,489,1
4978,2941,619,1
4979,2941,541,1
4980,2941,671,1
4981,2942,643,1
4982,2943,396,1
4983,2943,509,1
4984,2944,179,1
4985,2945,162,1
4986,2946,714,1
4987,2947,579,1
4988,2948,423,1
4989,2949,619,1
4990,2949,604,1
4991,2950,645,2
4992,2950,205,1
4993,2950,82,1
4994,2950,276,3
4995,2950,725,2
4996,2950,473,1
4997,2951,49,1
4998,2952,552,7
4999,2952,209,1
5000,2953,458,1
5001,2954,360,1
5002,2954,753,5
5003,2954,114,1
5004,2955,550,1
5005,2956,405,1
5006,2957,710,1
5007,2957,671,3
5008,2958,450,1
5009,2958,747,1
5010,2959,277,1
5011,2960,140,1
5012,2960,292,1
5013,2961,321,1
5014,2961,153,1
5015,2962,694,6
5016,2963,531,1
5017,2964,146,1
5018,2965,480,1
5019,2965,705,4
5020,2966,126,1
5021,2967,209,1
5022,2967,162,1
5023,2968,251,1
5024,2969,637,1
5025,2970,672,1
5026,2970,533,2
5027,2970,782,1
5028,2971,236,2
5029,2972,520,2
5030,2973,428,1
5031,2974,709,2
5032,2975,403,1
5033,2976,665,2
5034,2977,176,1
5035,2977,116,2
5036,2978,739,4
5037,2978,276,2
5038,2978,758,4
5039,2978,791,2
5040,2979,593,1
5041,2979,677,1
5042,2979,510,1
5043,2980,316,1
5044,2981,531,1
5045,2982,285,2
5046,2983,368,1
5047,2983,393,1
5048,2984,347,2
5049,2985,751,1
5050,2986,771,2
5051,2987,513,6
5052,2988,555,1
5053,2989,446,1
5054,2990,10,3
5055,2990,775,2
5056,2991,37,2
5057,2992,498,2
5058,2993,280,1
5059,2994,178,2
5060,2995,632,1
5061,2996,748,2
5062,2997,680,2
5063,2997,613,2
5064,2998,81,1
5065,2999,35,1
5066,3000,587,1
5067,3000,49,1
5068,3000,242,2
5069,3000,755,2
5070,3000,188,1
5071,3000,95,1
5072,3001,208,1
5073,3001,179,1
5074,3002,56,1
5075,3003,1,2
5076,3003,27,3
5077,3004,208,1
5078,3004,746,1
5079,3004,684,1
5080,3005,495,2
5081,3006,765,1
5082,3007,91,1
5083,3008,786,1
5084,3008,740,1
5085,3008,262,1
5086,3009,99,1
5087,3010,328,1
5088,3010,754,1
5089,3011,144,1
5090,3012,283,1
5091,3013,168,1
5092,3014,195,1
5093,3014,508,2
5094,3014,254,1
5095,3015,778,1
5096,3015,149,1
5097,3015,582,3
5098,3015,351,1
5099,3016,42,1
5100,3017,714,2
5101,3018,49,2
5102,3018,332,1
5103,3019,563,1
5104,3020,751,1
5105,3021,640,1
5106,3021,148,1
5107,3021,772,2
5108,3021,389,2
5109,3022,112,1
5110,3023,216,2
5111,3024,770,1
5112,3025,495,1
5113,3026,440,1
5114,3027,483,1
5115,3028,205,1
5116,3029,113,1
5117,3030,748,1
5118,3030,326,1
5119,3031,736,7
5120,3031,472,1
5121,3032,744,2
5122,3032,522,2
5123,3033,374,1
5124,3034,281,1
5125,3035,501,1
5126,3036,311,4
5127,3037,200,1
5128,3038,614,1
5129,3039,434,1
5130,3040,8,1
5131,3040,18,1
5132,3040,645,1
5133,3041,646,1
5134,3042,713,1
5135,3043,142,1
5136,3044,542,4
5137,3045,87,1
5138,3046,272,1
5139,3046,718,1
5140,3046,303,2
5141,3047,337,1
5142,3048,409,1
5143,3048,516,1
5144,3048,517,1
5145,3049,182,2
5146,3050,82,1
5147,3051,184,1
5148,3052,329,1
5149,3053,552,1
5150,3054,325,1
5151,3054,582,4
5152,3054,138,3
5153,3054,276,1
5154,3054,317,2
5155,3054,350,1
5156,3055,129,1
5157,3056,737,1
5158,3056,730,5
5159,3057,611,1
5160,3057,467,1
5161,3058,265,1
5162,3059,315,2
5163,3059,444,2
5164,3060,643,2
5165,3061,18,6
5166,3061,150,2
5167,3062,80,2
5168,3063,111,3
5169,3064,160,2
5170,3064,677,3
5171,3065,623,1
5172,3066,666,1
5173,3067,574,1
5174,3067,231,1
5175,3068,588,5
5176,3068,509,1
5177,3068,367,1
5178,3069,468,1
5179,3069,695,1
5180,3070,382,1
5181,3071,696,5
5182,3072,409,1
5183,3072,450,1
5184,3072,668,1
5185,3073,71,2
5186,3074,338,3
5187,3075,244,1
5188,3076,514,1
5189,3076,782,5
5190,3077,408,1
5191,3078,78,1
5192,3078,47,1
5193,3079,442,1
5194,3079,724,1
5195,3079,294,3
5196,3080,417,3
5197,3081,241,2
5198,3081,633,1
5199,3082,270,3
5200,3083,505,1
5201,3084,564,1
5202,3085,272,1
5203,3085,49,1
5204,3085,10,1
5205,3085,446,3
5206,3085,462,1
5207,3086,396,1
5208,3087,88,1
5209,3087,369,1
5210,3087,774,1
5211,3087,584,2
5212,3088,82,2
5213,3088,619,2
5214,3088,486,1
5215,3088,255,1
5216,3089,576,3
5217,3089,393,1
5218,3089,222,1
5219,3089,41,1
5220,3090,263,1
5221,3091,141,3
5222,3092,146,1
5223,3092,116,2
5224,3092,653,2
5225,3093,745,1
5226,3093,451,1
5227,3094,390,1
5228,3094,422,2
5229,3095,196,3
5230,3096,152,1
5231,3096,313,3
5232,3096,694,1
5233,3097,729,2
5234,3098,248,2
5235,3098,485,3
5236,3098,638,2
5237,3099,496,3
5238,3099,484,3
5239,3100,142,1
5240,3101,191,1
5241,3102,265,1
5242,3102,426,1
5243,3102,59,1
5244,3103,289,2
5245,3104,603,1
5246,3105,239,1
5247,3106,708,3
5248,3107,321,1
5249,3108,129,3
5250,3109,148,2
5251,3110,394,1
5252,3111,543,1
5253,3112,205,1
5254,3113,268,2
5255,3113,463,1
5256,3114,572,1
5257,3115,578,1
5258,3116,596,1
5259,3117,660,4
5260,3118,787,1
5261,3118,534,1
5262,3119,631,1
5263,3120,503,1
5264,3121,578,1
5265,3121,462,1
5266,3122,384,1
5267,3122,605,2
5268,3123,449,1
5269,3123,602,4
5270,3123,220,1
5271,3123,783,1
5272,3124,417,1
5273,3125,154,1
5274,3126,696,1
5275,3126,249,1
5276,3126,741,1
5277,3127,617,1
5278,3127,652,1
5279,3127,502,1
5280,3128,135,1
5281,3129,730,1
5282,3130,110,1
5283,3131,206,6
5284,3132,341,1
5285,3133,419,2
5286,3134,317,1
5287,3135,462,1
5288,3136,126,1
5289,3136,791,2
5290,3137,768,1
5291,3137,89,1
5292,3137,258,1
5293,3138,218,1
5294,3138,603,1
5295,3138,698,2
5296,3138,741,1
5297,3138,319,4
5298,3139,755,1
5299,3139,52,1
5300,3140,323,1
5301,3140,379,1
5302,3141,218,1
5303,3141,334,2
5304,3141,559,2
5305,3142,295,1
5306,3143,508,1
5307,3144,514,3
5308,3145,357,4
5309,3145,230,1
5310,3145,458,3
5311,3145,173,1
5312,3145,654,1
5313,3145,762,1
5314,3145,682,3
5315,3146,221,1
5316,3147,390,2
5317,3147,574,1
5318,3148,292,1
5319,3148,660,1
5320,3149,130,1
5321,3150,236,2
5322,3151,326,1
5323,3152,546,1
5324,3152,379,1
5325,3153,504,1
5326,3153,18,1
5327,3154,475,1
5328,3155,198,1
5329,3156,372,1
5330,3156,94,2
5331,3157,32,4
5332,3157,689,1
5333,3157,427,1
5334,3158,727,1
5335,3159,712,1
5336,3160,303,1
5337,3161,574,2
5338,3162,65,1
5339,3163,767,1
5340,3164,353,2
5341,3165,782,2
5342,3166,461,1
5343,3167,41,1
5344,3168,193,1
5345,3168,252,1
5346,3168,726,2
5347,3169,159,1
5348,3170,640,1
5349,3170,119,1
5350,3171,114,1
5351,3172,638,1
5352,3173,681,3
5353,3173,202,1
5354,3173,140,1
5355,3173,446,1
5356,3174,512,1
5357,3174,97,1
5358,3174,419,3
5359,3174,358,1
5360,3175,349,1
5361,3176,334,1
5362,3177,354,1
5363,3177,235,1
5364,3178,8,1
5365,3179,592,1
5366,3180,100,1
5367,3180,232,2
5368,3180,191,1
5369,3180,142,1
5370,3180,146,1
5371,3180,219,1
5372,3180,223,4
5373,3181,389,1
5374,3182,611,1
5375,3182,37,2
5376,3182,144,1
5377,3182,594,1
5378,3182,637,12
5379,3182,69,1
5380,3182,63,5
5381,3183,170,1
5382,3183,431,1
5383,3184,408,1
5384,3185,36,1
5385,3185,237,1
5386,3186,433,1
5387,3186,67,1
5388,3187,484,1
5389,3188,582,1
5390,3189,276,1
5391,3190,473,1
5392,3190,355,1
5393,3190,131,1
5394,3191,317,1
5395,3192,80,1
5396,3193,322,3
5397,3193,276,1
5398,3194,341,2
5399,3195,467,1
5400,3195,470,1
5401,3196,561,12
5402,3197,480,1
5403,3198,480,1
5404,3199,148,1
5405,3200,558,1
5406,3201,338,3
5407,3202,433,1
5408,3203,712,1
5409,3203,249,4
5410,3204,486,1
5411,3205,742,1
5412,3206,1,2
5413,3206,4,1
5414,3207,344,1
5415,3208,325,1
5416,3208,309,5
5417,3209,364,2
5418,3210,737,3
5419,3211,429,10
5420,3212,715,2
5421,3213,357,1
5422,3213,783,2
5423,3214,768,1
5424,3214,787,1
